Car Design,Frontal Area (m²)
F_D_WM_WW_3767,2.553435629
F_D_WM_WW_1357,2.715437307
F_D_WM_WW_2159,2.417804738
F_D_WM_WW_2039,2.269353143
F_D_WM_WW_2922,2.49486544
F_D_WM_WW_1199,2.719256663
F_D_WM_WW_1989,2.240400438
F_D_WM_WW_2737,2.482892364
F_D_WM_WW_1909,2.362036422
F_D_WM_WW_1537,2.583751875
F_D_WM_WW_1099,2.466661982
F_D_WM_WW_1094,2.542015638
F_D_WM_WW_2926,2.303373119
F_D_WM_WW_1559,2.374190297
F_D_WM_WW_1934,2.383144551
F_D_WM_WW_2989,2.372724432
F_D_WM_WW_3696,2.656536113
F_D_WM_WW_3529,2.248429664
F_D_WM_WW_3142,2.501602166
F_D_WM_WW_1365,2.59069767
F_D_WM_WW_3352,2.387238605
F_D_WM_WW_3558,2.356175774
F_D_WM_WW_2838,2.619206591
F_D_WM_WW_2836,2.283213727
F_D_WM_WW_2979,2.372183608
F_D_WM_WW_1604,2.218635178
F_D_WM_WW_3915,2.258245696
F_D_WM_WW_1582,2.616489
F_D_WM_WW_3769,2.667984235
F_D_WM_WW_2849,2.539642408
F_D_WM_WW_3830,2.495794015
F_D_WM_WW_1407,2.1927362
F_D_WM_WW_2984,2.54592487
F_D_WM_WW_2863,2.439437363
F_D_WM_WW_2403,2.581608086
F_D_WM_WW_2379,2.484108138
F_D_WM_WW_3368,2.464354901
F_D_WM_WW_1783,2.298845161
F_D_WM_WW_1767,2.267359736
F_D_WM_WW_2657,2.307923615
F_D_WM_WW_3611,2.570914575
F_D_WM_WW_3543,2.672991978
F_D_WM_WW_2967,2.603109088
F_D_WM_WW_2052,2.343474245
F_D_WM_WW_1726,2.239834471
F_D_WM_WW_2263,2.38086946
F_D_WM_WW_1641,2.303274111
F_D_WM_WW_1815,2.337893759
F_D_WM_WW_2051,2.430690468
F_D_WM_WW_2462,2.302866195
F_D_WM_WW_3795,2.675035474
F_D_WM_WW_2553,2.262231113
F_D_WM_WW_3515,2.582725495
F_D_WM_WW_2773,2.440477743
F_D_WM_WW_2275,2.184690332
F_D_WM_WW_1814,2.649163903
F_D_WM_WW_2262,2.300165801
F_D_WM_WW_3102,2.431881498
F_D_WM_WW_3160,2.745399535
F_D_WM_WW_1568,2.386938681
F_D_WM_WW_3110,2.630244701
F_D_WM_WW_3195,2.256638961
F_D_WM_WW_3939,2.433898759
F_D_WM_WW_2161,2.566413464
F_D_WM_WW_2682,2.510616578
F_D_WM_WW_1728,2.484419246
F_D_WM_WW_1637,2.648522623
F_D_WM_WW_1789,2.542922328
F_D_WM_WW_1324,2.374396352
F_D_WM_WW_3528,2.249920468
F_D_WM_WW_3683,2.373483292
F_D_WM_WW_2222,2.485499023
F_D_WM_WW_3121,2.482712068
F_D_WM_WW_2480,2.515581876
F_D_WM_WW_1623,2.533928738
F_D_WM_WW_1609,2.34245574
F_D_WM_WW_3017,2.41913249
F_D_WM_WW_1679,2.41127008
F_D_WM_WW_3423,2.582978416
F_D_WM_WW_3337,2.295529562
F_D_WM_WW_3988,2.342556274
F_D_WM_WW_2793,2.239309573
F_D_WM_WW_1422,2.412791566
F_D_WM_WW_3668,2.539374733
F_D_WM_WW_1577,2.622290768
F_D_WM_WW_3699,2.666422423
F_D_WM_WW_2871,2.516833629
F_D_WM_WW_1448,2.401819644
F_D_WM_WW_3880,2.360650592
F_D_WM_WW_2751,2.219737636
F_D_WM_WW_2628,2.423063427
F_D_WM_WW_3015,2.475709835
F_D_WM_WW_3619,2.509587523
F_D_WM_WW_3130,2.756024099
F_D_WM_WW_1372,2.472262117
F_D_WM_WW_1368,2.311210515
F_D_WM_WW_2136,2.376012178
F_D_WM_WW_3612,2.580308547
F_D_WM_WW_3687,2.516731286
F_D_WM_WW_2597,2.452080294
F_D_WM_WW_1733,2.361016529
F_D_WM_WW_1919,2.453601867
F_D_WM_WW_1785,2.640800847
F_D_WM_WW_3569,2.363021279
F_D_WM_WW_3726,2.349518894
F_D_WM_WW_1636,2.485153789
F_D_WM_WW_3139,2.533049027
F_D_WM_WW_3506,2.428066773
F_D_WM_WW_3008,2.446474005
F_D_WM_WW_1326,2.324939935
F_D_WM_WW_3118,2.578309778
F_D_WM_WW_3644,2.504594529
F_D_WM_WW_2431,2.585426631
F_D_WM_WW_2011,2.445161564
F_D_WM_WW_3206,2.557710287
F_D_WM_WW_2704,2.459073487
F_D_WM_WW_1784,2.250394926
F_D_WM_WW_3684,2.597495952
F_D_WM_WW_3074,2.644858888
F_D_WM_WW_3961,2.623132788
F_D_WM_WW_2116,2.209443559
F_D_WM_WW_2127,2.649399999
F_D_WM_WW_2055,2.428431645
F_D_WM_WW_3028,2.546184015
F_D_WM_WW_3078,2.487902568
F_D_WM_WW_2873,2.333150918
F_D_WM_WW_3166,2.650446515
F_D_WM_WW_1086,2.374182958
F_D_WM_WW_1088,2.591506553
F_D_WM_WW_2456,2.190259227
F_D_WM_WW_3634,2.581222238
F_D_WM_WW_1087,2.220889617
F_D_WM_WW_3168,2.21537084
F_D_WM_WW_2342,2.427592699
F_D_WM_WW_2846,2.588511573
F_D_WM_WW_2541,2.45432773
F_D_WM_WW_2809,2.474007069
F_D_WM_WW_3396,2.36539321
F_D_WM_WW_1788,2.320629259
F_D_WM_WW_2654,2.361489675
F_D_WM_WW_1593,2.294586769
F_D_WM_WW_1222,2.460663573
F_D_WM_WW_1255,2.255939064
F_D_WM_WW_2916,2.777423311
F_D_WM_WW_2631,2.35854621
F_D_WM_WW_2495,2.293673638
F_D_WM_WW_2355,2.381441704
F_D_WM_WW_2100,2.390416744
F_D_WM_WW_1176,2.416568159
F_D_WM_WW_2476,2.608429726
F_D_WM_WW_1961,2.207658467
F_D_WM_WW_3784,2.30023618
F_D_WM_WW_3516,2.298857866
F_D_WM_WW_2370,2.435678411
F_D_WM_WW_1963,2.561773998
F_D_WM_WW_2186,2.408561692
F_D_WM_WW_1077,2.415897511
F_D_WM_WW_3568,2.328081499
F_D_WM_WW_3454,2.269032851
F_D_WM_WW_1786,2.508146217
F_D_WM_WW_2021,2.575211502
F_D_WM_WW_3671,2.63776471
F_D_WM_WW_3718,2.626610353
F_D_WM_WW_1471,2.279481069
F_D_WM_WW_2905,2.633716724
F_D_WM_WW_2735,2.546187488
F_D_WM_WW_2325,2.676372174
F_D_WM_WW_2308,2.488489436
F_D_WM_WW_1334,2.2704239
F_D_WM_WW_3147,2.378786588
F_D_WM_WW_2770,2.685252108
F_D_WM_WW_1427,2.451701626
F_D_WM_WW_2380,2.447273908
F_D_WM_WW_2107,2.362713362
F_D_WM_WW_2004,2.310373696
F_D_WM_WW_3526,2.282049374
F_D_WM_WW_3408,2.468927692
F_D_WM_WW_2375,2.52149199
F_D_WM_WW_3251,2.361186276
F_D_WM_WW_3871,2.391292712
F_D_WM_WW_3984,2.415336535
F_D_WM_WW_1336,2.235604525
F_D_WM_WW_2140,2.401355349
F_D_WM_WW_3745,2.458493363
F_D_WM_WW_3692,2.713568779
F_D_WM_WW_3890,2.327268954
F_D_WM_WW_1876,2.573323611
F_D_WM_WW_1778,2.24853371
F_D_WM_WW_3461,2.62317652
F_D_WM_WW_3497,2.719769789
F_D_WM_WW_1880,2.447986338
F_D_WM_WW_3716,2.25141236
F_D_WM_WW_1097,2.641496829
F_D_WM_WW_2613,2.536155416
F_D_WM_WW_3186,2.450312179
F_D_WM_WW_1580,2.622279803
F_D_WM_WW_3771,2.528507279
F_D_WM_WW_1873,2.537374601
F_D_WM_WW_1285,2.607849641
F_D_WM_WW_2090,2.398270895
F_D_WM_WW_2241,2.583162451
F_D_WM_WW_3235,2.240293572
F_D_WM_WW_3457,2.381951337
F_D_WM_WW_1038,2.445913802
F_D_WM_WW_3183,2.585793205
F_D_WM_WW_1595,2.346207268
F_D_WM_WW_3252,2.297896553
F_D_WM_WW_3689,2.678519217
F_D_WM_WW_1437,2.532205671
F_D_WM_WW_2573,2.562765757
F_D_WM_WW_2845,2.368762593
F_D_WM_WW_2348,2.502649126
F_D_WM_WW_3068,2.492024776
F_D_WM_WW_1503,2.395831582
F_D_WM_WW_2282,2.301710291
F_D_WM_WW_1689,2.222570525
F_D_WM_WW_2684,2.175487911
F_D_WM_WW_3822,2.244701717
F_D_WM_WW_1825,2.277823146
F_D_WM_WW_2430,2.398094038
F_D_WM_WW_1056,2.413864209
F_D_WM_WW_2252,2.308071039
F_D_WM_WW_2312,2.330474212
F_D_WM_WW_1011,2.550953667
F_D_WM_WW_2633,2.394996266
F_D_WM_WW_2243,2.407223794
F_D_WM_WW_2054,2.308808555
F_D_WM_WW_3972,2.41402011
F_D_WM_WW_3129,2.562552981
F_D_WM_WW_1329,2.518270057
F_D_WM_WW_1306,2.327402169
F_D_WM_WW_2078,2.571251576
F_D_WM_WW_2671,2.776586089
F_D_WM_WW_1570,2.499498887
F_D_WM_WW_1951,2.4166297
F_D_WM_WW_2201,2.245821959
F_D_WM_WW_1321,2.407314915
F_D_WM_WW_1115,2.535470721
F_D_WM_WW_2805,2.428702695
F_D_WM_WW_2139,2.261992446
F_D_WM_WW_3205,2.312784801
F_D_WM_WW_3401,2.475063188
F_D_WM_WW_2338,2.511765459
F_D_WM_WW_1659,2.537089493
F_D_WM_WW_2488,2.213074301
F_D_WM_WW_1674,2.66477986
F_D_WM_WW_1808,2.421690138
F_D_WM_WW_1378,2.480989456
F_D_WM_WW_3935,2.389674548
F_D_WM_WW_3477,2.552625321
F_D_WM_WW_1918,2.209528041
F_D_WM_WW_3551,2.624347496
F_D_WM_WW_2277,2.43842136
F_D_WM_WW_3812,2.423876492
F_D_WM_WW_1864,2.368072079
F_D_WM_WW_3792,2.647526815
F_D_WM_WW_3879,2.362720384
F_D_WM_WW_2972,2.191161905
F_D_WM_WW_3510,2.398741053
F_D_WM_WW_2378,2.426806323
F_D_WM_WW_1362,2.396898724
F_D_WM_WW_3587,2.401661843
F_D_WM_WW_3027,2.565311713
F_D_WM_WW_2061,2.39032704
F_D_WM_WW_1366,2.35618675
F_D_WM_WW_2504,2.506783404
F_D_WM_WW_1860,2.230238399
F_D_WM_WW_1004,2.367502982
F_D_WM_WW_3190,2.716265645
F_D_WM_WW_1973,2.660455633
F_D_WM_WW_1699,2.341568976
F_D_WM_WW_3590,2.627733826
F_D_WM_WW_3930,2.479958361
F_D_WM_WW_1000,2.704929827
F_D_WM_WW_2216,2.307176971
F_D_WM_WW_2220,2.557608411
F_D_WM_WW_1748,2.466776852
F_D_WM_WW_1286,2.448940437
F_D_WM_WW_2977,2.341578727
F_D_WM_WW_1459,2.617164384
F_D_WM_WW_2574,2.475753581
F_D_WM_WW_1662,2.39762064
F_D_WM_WW_3060,2.543041594
F_D_WM_WW_3023,2.382178615
F_D_WM_WW_1547,2.308042513
F_D_WM_WW_1446,2.576097894
F_D_WM_WW_2101,2.409300171
F_D_WM_WW_2999,2.566705374
F_D_WM_WW_2128,2.242265168
F_D_WM_WW_2227,2.355895353
F_D_WM_WW_1702,2.54725622
F_D_WM_WW_2974,2.632128147
F_D_WM_WW_3973,2.424149636
F_D_WM_WW_2023,2.683122038
F_D_WM_WW_1499,2.563986928
F_D_WM_WW_2420,2.635250922
F_D_WM_WW_2283,2.538397819
F_D_WM_WW_3708,2.363829892
F_D_WM_WW_1769,2.311870765
F_D_WM_WW_3503,2.501531922
F_D_WM_WW_2341,2.15653503
F_D_WM_WW_3707,2.519996866
F_D_WM_WW_1142,2.197273838
F_D_WM_WW_2609,2.235182005
F_D_WM_WW_2491,2.596853338
F_D_WM_WW_2971,2.606202716
F_D_WM_WW_2774,2.403085401
F_D_WM_WW_3332,2.417971887
F_D_WM_WW_2693,2.237744713
F_D_WM_WW_2230,2.410642758
F_D_WM_WW_1743,2.297888379
F_D_WM_WW_2864,2.44478073
F_D_WM_WW_3056,2.716366117
F_D_WM_WW_2772,2.515614004
F_D_WM_WW_2594,2.365793047
F_D_WM_WW_3563,2.384043609
F_D_WM_WW_1955,2.391640019
F_D_WM_WW_1658,2.621015553
F_D_WM_WW_1376,2.534599963
F_D_WM_WW_3849,2.398732706
F_D_WM_WW_2575,2.499397686
F_D_WM_WW_1771,2.503742889
F_D_WM_WW_1455,2.440257306
F_D_WM_WW_2601,2.462029576
F_D_WM_WW_3041,2.644040232
F_D_WM_WW_3564,2.342842165
F_D_WM_WW_2662,2.144712949
F_D_WM_WW_2526,2.465856906
F_D_WM_WW_1921,2.342446616
F_D_WM_WW_2146,2.1769934
F_D_WM_WW_3464,2.257181762
F_D_WM_WW_2079,2.347005527
F_D_WM_WW_2862,2.446278074
F_D_WM_WW_1842,2.2770215
F_D_WM_WW_1705,2.669537197
F_D_WM_WW_2027,2.56514692
F_D_WM_WW_2626,2.261432427
F_D_WM_WW_1598,2.646929045
F_D_WM_WW_3802,2.455212998
F_D_WM_WW_1567,2.381605161
F_D_WM_WW_2120,2.247083017
F_D_WM_WW_2020,2.420331737
F_D_WM_WW_2407,2.602373991
F_D_WM_WW_2070,2.554234741
F_D_WM_WW_1551,2.241281491
F_D_WM_WW_1587,2.680446618
F_D_WM_WW_2614,2.637034778
F_D_WM_WW_1101,2.395735041
F_D_WM_WW_2851,2.256803988
F_D_WM_WW_3725,2.348439692
F_D_WM_WW_2211,2.519629955
F_D_WM_WW_3079,2.766351183
F_D_WM_WW_3678,2.65923889
F_D_WM_WW_1562,2.551976667
F_D_WM_WW_2344,2.49146689
F_D_WM_WW_1625,2.412565538
F_D_WM_WW_3807,2.161699697
F_D_WM_WW_2048,2.345216968
F_D_WM_WW_1125,2.537862466
F_D_WM_WW_2246,2.662146028
F_D_WM_WW_3787,2.530135892
F_D_WM_WW_1501,2.659991395
F_D_WM_WW_2360,2.381564711
F_D_WM_WW_3004,2.576591648
F_D_WM_WW_1614,2.472636168
F_D_WM_WW_2444,2.590303178
F_D_WM_WW_2198,2.266987366
F_D_WM_WW_2171,2.494719214
F_D_WM_WW_3518,2.440056819
F_D_WM_WW_2619,2.483751118
F_D_WM_WW_3377,2.617730796
F_D_WM_WW_2817,2.298689626
F_D_WM_WW_1035,2.644351037
F_D_WM_WW_3421,2.300863952
F_D_WM_WW_1398,2.277511568
F_D_WM_WW_3291,2.52937579
F_D_WM_WW_1884,2.69888122
F_D_WM_WW_3931,2.526313401
F_D_WM_WW_1444,2.217919651
F_D_WM_WW_1571,2.502503667
F_D_WM_WW_2675,2.415332236
F_D_WM_WW_3016,2.146122574
F_D_WM_WW_3735,2.602254158
F_D_WM_WW_1613,2.536610473
F_D_WM_WW_1383,2.393623794
F_D_WM_WW_3007,2.387473236
F_D_WM_WW_3114,2.517045739
F_D_WM_WW_1944,2.592141908
F_D_WM_WW_3479,2.578524144
F_D_WM_WW_3742,2.553680099
F_D_WM_WW_2808,2.239524875
F_D_WM_WW_1716,2.416548297
F_D_WM_WW_2214,2.683258156
F_D_WM_WW_2103,2.421695767
F_D_WM_WW_2528,2.329036919
F_D_WM_WW_2389,2.319951806
F_D_WM_WW_3944,2.464161095
F_D_WM_WW_2677,2.59674585
F_D_WM_WW_1226,2.25785911
F_D_WM_WW_1610,2.275673285
F_D_WM_WW_3609,2.724574123
F_D_WM_WW_1281,2.576124244
F_D_WM_WW_2523,2.282221378
F_D_WM_WW_3188,2.209208184
F_D_WM_WW_2660,2.242292919
F_D_WM_WW_3978,2.539874057
F_D_WM_WW_3090,2.44547714
F_D_WM_WW_3533,2.320783231
F_D_WM_WW_2711,2.663622789
F_D_WM_WW_2810,2.536572633
F_D_WM_WW_2710,2.571619173
F_D_WM_WW_3397,2.352633394
F_D_WM_WW_1943,2.58160825
F_D_WM_WW_2185,2.432309767
F_D_WM_WW_2088,2.418055823
F_D_WM_WW_2033,2.297504728
F_D_WM_WW_1844,2.297360911
F_D_WM_WW_1411,2.412436126
F_D_WM_WW_3296,2.42716601
F_D_WM_WW_3597,2.597530097
F_D_WM_WW_2384,2.268121376
F_D_WM_WW_2363,2.350396612
F_D_WM_WW_1215,2.593841823
F_D_WM_WW_3600,2.405348511
F_D_WM_WW_3345,2.603952726
F_D_WM_WW_2911,2.331944975
F_D_WM_WW_3035,2.536768329
F_D_WM_WW_3955,2.668449881
F_D_WM_WW_3572,2.544861717
F_D_WM_WW_2471,2.593407947
F_D_WM_WW_2698,2.637441569
F_D_WM_WW_2910,2.512852087
F_D_WM_WW_3923,2.447324626
F_D_WM_WW_2729,2.469526159
F_D_WM_WW_1292,2.458455409
F_D_WM_WW_3424,2.415350339
F_D_WM_WW_3231,2.265418751
F_D_WM_WW_3137,2.339631951
F_D_WM_WW_2506,2.57199256
F_D_WM_WW_1121,2.412372395
F_D_WM_WW_2447,2.209422234
F_D_WM_WW_1704,2.595719382
F_D_WM_WW_2351,2.397635958
F_D_WM_WW_3938,2.512000585
F_D_WM_WW_1945,2.382576233
F_D_WM_WW_2165,2.5971888
F_D_WM_WW_1191,2.2981132
F_D_WM_WW_1188,2.529637259
F_D_WM_WW_1543,2.227349237
F_D_WM_WW_1036,2.272551446
F_D_WM_WW_2947,2.23954389
F_D_WM_WW_1071,2.257614348
F_D_WM_WW_1557,2.278862096
F_D_WM_WW_3947,2.621302146
F_D_WM_WW_1412,2.304489846
F_D_WM_WW_2961,2.618170487
F_D_WM_WW_3870,2.384355729
F_D_WM_WW_1615,2.488601264
F_D_WM_WW_2025,2.573839095
F_D_WM_WW_1234,2.355151426
F_D_WM_WW_3444,2.29598047
F_D_WM_WW_2843,2.681676303
F_D_WM_WW_3000,2.543530316
F_D_WM_WW_1353,2.379862416
F_D_WM_WW_1210,2.184859304
F_D_WM_WW_2115,2.33307788
F_D_WM_WW_3141,2.443322276
F_D_WM_WW_2409,2.166665818
F_D_WM_WW_3750,2.399759823
F_D_WM_WW_3888,2.507879405
F_D_WM_WW_1703,2.663481334
F_D_WM_WW_2219,2.463553438
F_D_WM_WW_1927,2.35194019
F_D_WM_WW_3202,2.359745003
F_D_WM_WW_3393,2.255585414
F_D_WM_WW_1533,2.446526655
F_D_WM_WW_2199,2.208280832
F_D_WM_WW_2709,2.391503965
F_D_WM_WW_3705,2.430559588
F_D_WM_WW_3917,2.311579157
F_D_WM_WW_1938,2.610865658
F_D_WM_WW_1442,2.392028556
F_D_WM_WW_3459,2.381731598
F_D_WM_WW_2990,2.532857252
F_D_WM_WW_3308,2.164819149
F_D_WM_WW_2615,2.409584396
F_D_WM_WW_3907,2.451996708
F_D_WM_WW_3570,2.26622103
F_D_WM_WW_3733,2.642791357
F_D_WM_WW_3037,2.520642546
F_D_WM_WW_1111,2.586035763
F_D_WM_WW_2741,2.472149907
F_D_WM_WW_1931,2.559313617
F_D_WM_WW_2278,2.299124556
F_D_WM_WW_1512,2.183048444
F_D_WM_WW_1050,2.289650195
F_D_WM_WW_1565,2.334142045
F_D_WM_WW_1277,2.253865117
F_D_WM_WW_3433,2.468162768
F_D_WM_WW_3412,2.566185338
F_D_WM_WW_2085,2.21984723
F_D_WM_WW_3021,2.352873742
F_D_WM_WW_1831,2.428677295
F_D_WM_WW_2098,2.74038535
F_D_WM_WW_3610,2.450181978
F_D_WM_WW_3698,2.379612919
F_D_WM_WW_3373,2.222531207
F_D_WM_WW_1685,2.61193233
F_D_WM_WW_3797,2.539577746
F_D_WM_WW_2193,2.284150305
F_D_WM_WW_1440,2.622597979
F_D_WM_WW_1834,2.317617279
F_D_WM_WW_2815,2.68348866
F_D_WM_WW_2465,2.180147334
F_D_WM_WW_3125,2.540449223
F_D_WM_WW_2477,2.329887259
F_D_WM_WW_1049,2.392501186
F_D_WM_WW_1940,2.248894346
F_D_WM_WW_2551,2.457540309
F_D_WM_WW_1522,2.262899812
F_D_WM_WW_1514,2.418726258
F_D_WM_WW_3389,2.491376938
F_D_WM_WW_2387,2.512975032
F_D_WM_WW_1148,2.555069665
F_D_WM_WW_1515,2.313325615
F_D_WM_WW_2617,2.680262223
F_D_WM_WW_3282,2.462348599
F_D_WM_WW_1630,2.552477058
F_D_WM_WW_2783,2.463681864
F_D_WM_WW_1021,2.325181419
F_D_WM_WW_2643,2.480226472
F_D_WM_WW_3364,2.689503597
F_D_WM_WW_2250,2.546946821
F_D_WM_WW_2466,2.308040947
F_D_WM_WW_3536,2.235682286
F_D_WM_WW_1458,2.38710801
F_D_WM_WW_3465,2.492814426
F_D_WM_WW_3109,2.378278843
F_D_WM_WW_1575,2.346162023
F_D_WM_WW_2324,2.610290761
F_D_WM_WW_2627,2.486880075
F_D_WM_WW_3912,2.407859441
F_D_WM_WW_3811,2.382834511
F_D_WM_WW_2894,2.546764768
F_D_WM_WW_1331,2.327302962
F_D_WM_WW_2212,2.6589065
F_D_WM_WW_3343,2.372854638
F_D_WM_WW_1490,2.425102282
F_D_WM_WW_2017,2.69557448
F_D_WM_WW_3348,2.575824158
F_D_WM_WW_3652,2.317043861
F_D_WM_WW_3774,2.522681745
F_D_WM_WW_1428,2.281348188
F_D_WM_WW_3501,2.338609405
F_D_WM_WW_3066,2.286812903
F_D_WM_WW_2659,2.390305805
F_D_WM_WW_3746,2.626375161
F_D_WM_WW_2642,2.262791896
F_D_WM_WW_3584,2.483819649
F_D_WM_WW_2113,2.504027008
F_D_WM_WW_1026,2.232382518
F_D_WM_WW_1861,2.641725081
F_D_WM_WW_1553,2.509588091
F_D_WM_WW_2478,2.207054001
F_D_WM_WW_3934,2.327290848
F_D_WM_WW_2806,2.392645613
F_D_WM_WW_1933,2.215111886
F_D_WM_WW_1768,2.304618959
F_D_WM_WW_2907,2.309792655
F_D_WM_WW_3080,2.492813183
F_D_WM_WW_2992,2.22092819
F_D_WM_WW_2938,2.708039412
F_D_WM_WW_2600,2.487449687
F_D_WM_WW_3736,2.286184842
F_D_WM_WW_1474,2.586540734
F_D_WM_WW_1752,2.611258655
F_D_WM_WW_2827,2.206302775
F_D_WM_WW_3281,2.55332647
F_D_WM_WW_2666,2.529490899
F_D_WM_WW_2932,2.328414009
F_D_WM_WW_3993,2.695989249
F_D_WM_WW_1653,2.600070604
F_D_WM_WW_2229,2.438116063
F_D_WM_WW_2367,2.588935176
F_D_WM_WW_1358,2.46359265
F_D_WM_WW_1280,2.478347223
F_D_WM_WW_2889,2.425444353
F_D_WM_WW_3853,2.385313443
F_D_WM_WW_3574,2.176739352
F_D_WM_WW_3950,2.367549662
F_D_WM_WW_1826,2.467881528
F_D_WM_WW_3566,2.40252375
F_D_WM_WW_1977,2.703906446
F_D_WM_WW_2527,2.514729644
F_D_WM_WW_2124,2.256686801
F_D_WM_WW_2738,2.280434386
F_D_WM_WW_2385,2.220948147
F_D_WM_WW_2000,2.400531565
F_D_WM_WW_2328,2.612773964
F_D_WM_WW_2284,2.572178457
F_D_WM_WW_3701,2.422492423
F_D_WM_WW_2443,2.498336674
F_D_WM_WW_3732,2.613463605
F_D_WM_WW_2441,2.690297636
F_D_WM_WW_3409,2.567113116
F_D_WM_WW_3469,2.503077163
F_D_WM_WW_3177,2.348862151
F_D_WM_WW_2155,2.674967988
F_D_WM_WW_2636,2.452127452
F_D_WM_WW_3904,2.425033293
F_D_WM_WW_1799,2.663796123
F_D_WM_WW_1628,2.431061489
F_D_WM_WW_1806,2.297080199
F_D_WM_WW_2104,2.335568241
F_D_WM_WW_1076,2.455812804
F_D_WM_WW_1252,2.23795443
F_D_WM_WW_2396,2.213261935
F_D_WM_WW_1928,2.589790017
F_D_WM_WW_2518,2.377113386
F_D_WM_WW_2096,2.504743027
F_D_WM_WW_2650,2.303722134
F_D_WM_WW_3856,2.46687178
F_D_WM_WW_1147,2.543622948
F_D_WM_WW_2753,2.438312981
F_D_WM_WW_1479,2.392044142
F_D_WM_WW_2580,2.523937707
F_D_WM_WW_3540,2.319583208
F_D_WM_WW_2181,2.54206017
F_D_WM_WW_3596,2.443214044
F_D_WM_WW_2326,2.661845504
F_D_WM_WW_3710,2.515830381
F_D_WM_WW_1759,2.46903383
F_D_WM_WW_2589,2.619700539
F_D_WM_WW_1438,2.555626995
F_D_WM_WW_3455,2.317118935
F_D_WM_WW_3952,2.375217087
F_D_WM_WW_1749,2.402972177
F_D_WM_WW_3924,2.414627084
F_D_WM_WW_2645,2.524329478
F_D_WM_WW_1389,2.373331735
F_D_WM_WW_2959,2.409383731
F_D_WM_WW_2117,2.248493181
F_D_WM_WW_2763,2.385139923
F_D_WM_WW_3201,2.504776345
F_D_WM_WW_3089,2.549970785
F_D_WM_WW_2673,2.410929406
F_D_WM_WW_2147,2.202752962
F_D_WM_WW_1113,2.325589548
F_D_WM_WW_3061,2.288209859
F_D_WM_WW_1901,2.537856135
F_D_WM_WW_1223,2.473221742
F_D_WM_WW_2771,2.542116422
F_D_WM_WW_1949,2.417889498
F_D_WM_WW_2632,2.430520368
F_D_WM_WW_1064,2.515127518
F_D_WM_WW_1475,2.522201462
F_D_WM_WW_3268,2.450381102
F_D_WM_WW_1516,2.701064046
F_D_WM_WW_2831,2.585687602
F_D_WM_WW_3036,2.564955266
F_D_WM_WW_3625,2.24990454
F_D_WM_WW_1528,2.29294526
F_D_WM_WW_3505,2.741494375
F_D_WM_WW_3416,2.356194593
F_D_WM_WW_3447,2.530937426
F_D_WM_WW_3901,2.342457613
F_D_WM_WW_3714,2.64894499
F_D_WM_WW_2087,2.397984088
F_D_WM_WW_2608,2.700956623
F_D_WM_WW_2076,2.363762708
F_D_WM_WW_3695,2.311087804
F_D_WM_WW_1261,2.485152895
F_D_WM_WW_1962,2.388549265
F_D_WM_WW_1330,2.40172927
F_D_WM_WW_1802,2.352511093
F_D_WM_WW_2358,2.377157848
F_D_WM_WW_3415,2.469062751
F_D_WM_WW_3148,2.458456399
F_D_WM_WW_2009,2.481356911
F_D_WM_WW_2525,2.657584997
F_D_WM_WW_2485,2.573720981
F_D_WM_WW_2848,2.596464618
F_D_WM_WW_1294,2.48606334
F_D_WM_WW_2349,2.138864179
F_D_WM_WW_1295,2.597562196
F_D_WM_WW_3171,2.493135716
F_D_WM_WW_1385,2.278562658
F_D_WM_WW_2041,2.636960491
F_D_WM_WW_2585,2.205093134
F_D_WM_WW_1217,2.377343756
F_D_WM_WW_2881,2.57376302
F_D_WM_WW_2869,2.475471777
F_D_WM_WW_3964,2.622597446
F_D_WM_WW_2510,2.219492077
F_D_WM_WW_2826,2.34009958
F_D_WM_WW_1375,2.489160406
F_D_WM_WW_3178,2.628724382
F_D_WM_WW_2865,2.688651854
F_D_WM_WW_3387,2.375113382
F_D_WM_WW_2667,2.245963952
F_D_WM_WW_2766,2.392884543
F_D_WM_WW_1131,2.460684341
F_D_WM_WW_2450,2.60110959
F_D_WM_WW_2102,2.713449629
F_D_WM_WW_3339,2.300696897
F_D_WM_WW_1513,2.563102439
F_D_WM_WW_2968,2.417223897
F_D_WM_WW_3182,2.371449228
F_D_WM_WW_3305,2.599004841
F_D_WM_WW_1839,2.592279928
F_D_WM_WW_1830,2.579973383
F_D_WM_WW_1149,2.324066775
F_D_WM_WW_3697,2.502476088
F_D_WM_WW_2880,2.180574389
F_D_WM_WW_3347,2.390369576
F_D_WM_WW_2077,2.388861439
F_D_WM_WW_1589,2.607721712
F_D_WM_WW_2823,2.42566452
F_D_WM_WW_2945,2.30107904
F_D_WM_WW_2031,2.354219422
F_D_WM_WW_1098,2.719899013
F_D_WM_WW_3977,2.372739989
F_D_WM_WW_3375,2.463935021
F_D_WM_WW_1177,2.466522085
F_D_WM_WW_2311,2.30915203
F_D_WM_WW_3159,2.488129648
F_D_WM_WW_3319,2.363735948
F_D_WM_WW_1669,2.380336994
F_D_WM_WW_2726,2.208008171
F_D_WM_WW_3300,2.338731297
F_D_WM_WW_3315,2.295822017
F_D_WM_WW_2422,2.239895301
F_D_WM_WW_2644,2.51794939
F_D_WM_WW_3357,2.327060614
F_D_WM_WW_2531,2.300764386
F_D_WM_WW_2423,2.569650487
